site_id,longitude_deg,latitude_deg
0,134.8344427850505,6.850589405607209
1,342.2571503075698,-43.59208580048582
2,263.51781905210584,-39.504865161475465
3,215.51705431093316,46.35012142617827
4,56.16671055927715,63.154936492988185
5,56.158027321032954,-14.677694718174209
6,20.910100380551807,-27.291044392676994
7,311.82341247897665,16.738202104647343
8,216.4014042275552,-10.517256568298933
9,254.9061280065764,-71.66386990787669
10,7.410417946488881,-43.4479086008123
11,349.16754677831796,25.591023743204403
12,299.6793506881518,18.532823839285072
13,76.44207984417942,-71.05100352107459
14,65.45698819455622,-33.78345795220784
15,66.02562354723618,-32.53742627252625
16,109.52720746543358,20.10767501495866
17,188.91231538760562,-73.85868230452152
18,155.50020671116167,-52.35243381006171
19,104.8424904712951,36.85787870632186
20,220.2670421000566,-40.009205274643705
21,50.21778983473506,17.787779224977868
22,105.17207347267853,-31.576359698214148
23,131.890263585729,-53.23692130504642
24,164.18519431813294,-30.90763688993124
25,282.66334610148493,26.39351935930179
26,71.88256157700951,45.348361750462345
27,185.1243978289002,41.333417660533534
28,213.2692447903353,-11.866553301100723
29,16.722148579199178,19.643717365336784
30,218.7161466845178,-36.15923712239085
31,61.38868452742496,-24.437761623375565
32,23.418573474700626,52.43588577375877
33,341.5987934112,-76.9051037728459
34,347.62753190684134,-55.99440249321921
35,291.023045321926,-35.7484344314895
36,109.66095690241345,-71.2509737471728
37,35.16196104229819,-39.57807752603293
38,246.3238895443765,9.560160996698173
39,158.45489774625645,-9.04156269922835
40,43.93376454412038,51.75245177544795
41,178.26368764005727,39.41161312923137
42,12.379867601478622,-18.443255190977155
43,327.3553447483615,-28.76074207025013
44,93.16079337600608,-13.92285183358301
45,238.50802236743348,10.404120816491897
46,112.21598739218794,-27.637290686653927
47,187.22448762401189,14.37680852344738
48,196.81570056358066,-10.438306494630723
49,66.54760398918974,5.974991382414203
50,349.0504659952411,-7.339416023110687
51,279.04781641000125,-24.271972791298012
52,338.2196189631081,63.75438830077951
53,322.1378461539536,31.817245962035535
54,215.24399237199066,-46.03579559795645
55,331.8747246083221,47.47105563268809
56,31.85730073869102,-1.4404303159538472
57,70.55383047089227,52.10189989914173
58,16.281824007793706,36.84916739973259
59,117.11891907477516,-8.60218158472857
60,139.92382428821352,-72.75800835003022
61,97.68565143860253,-27.55793483396964
62,298.34550329469454,4.776460151535034
63,128.43119760969213,15.48323723354818
64,101.13642348745708,-28.96168470363017
65,195.37058993696945,-46.160910481925725
66,50.73272099091455,42.056297002186334
67,288.79091307145427,75.65105102231993
68,26.838231724717495,2.9451748607252597
69,355.2792971761862,-41.04422923277903
70,278.0081169467967,-27.08973087001678
71,71.53764535230206,-74.41195283536678
72,1.9879621644968635,55.954947323998084
73,293.56611424374034,-49.86233779289532
74,254.46864378514215,8.802731641819449
75,262.4425804947554,-26.864980847625645
76,277.65732480694044,6.220555127447341
77,26.65607462427253,17.62830692125587
78,129.04766227593814,41.26050164222462
79,41.7128614290467,-35.955551094467765
80,310.71723331521366,-77.96168388943411
81,224.38732565792085,-46.57116070431448
82,119.1232889469537,53.133662832391074
83,22.88100610296851,48.39845222924917
84,111.95363581763839,11.234571115299474
85,117.06599592962894,11.597414718579088
86,262.65822420170304,19.273227541703605
87,229.5206896878767,-40.48563960966948
88,319.39658732747756,55.97811213842112
89,169.99737305830175,-9.349651404010942
90,43.053928537788615,-13.516356622160629
91,256.76812340027817,2.1683268848078256
92,273.88261750208306,-64.9675200145436
93,202.05979112501865,-41.86927052843049
94,277.54818478364194,28.42886021975704
95,177.76641469118067,-56.553690643147974
96,188.18381857751785,11.905857443587578
97,153.91476660907787,-30.61733288661418
98,9.150885627874267,-12.791790423914492
99,38.8409137175896,-24.99963742232113
100,11.314506847224331,-16.77742405248773
101,229.10774805496095,25.982194379850085
102,113.1681531874776,-23.93854632204163
103,183.085448819293,7.631960216621806
104,326.72393061339346,-2.745472271230412
105,89.74520249359497,19.107544933251134
106,147.7378522928267,60.886720207725105
107,271.99840987549754,27.719554462567594
108,82.36733957698408,-34.75854133617962
109,27.712767538365476,-69.65789523028971
110,104.3105230489565,-28.390080578050473
111,58.03966341144159,10.96188022901444
112,334.6911548433263,-63.78572895754388
113,290.9233366431901,-0.41640106386489606
114,228.02535234375244,11.16795594127403
115,313.7258124675784,-19.360586712310607
116,289.32194768368123,32.80792073612762
117,67.1652211989729,-51.88778841119279
118,321.321239456392,-58.181710222785085
119,194.16320708963426,27.153600881324678
120,290.6784558590625,-0.5166641071600964
121,322.59286797245755,22.13590405739238
122,114.48125098987099,-7.489547648226662
123,39.618692829963635,-30.47723212362814
124,82.056658515099,39.658073584389726
125,153.75880390545228,36.78627420992791
126,294.4853157320975,22.916731737581756
127,309.86300997228363,-27.110608520512585
128,2.502766991228653,10.396632336438017
129,183.86902892792367,-16.143988621456472
130,150.26796113356045,-54.769293444935414
131,79.95881176946288,56.57703453998829
132,43.15153224012581,-46.5823299422959
133,121.54146170530606,64.22053576118564
134,339.4474934085069,-6.199371708545996
135,116.35305552747187,-39.0305107616953
136,186.76462382761179,4.8071326755264465
137,253.086825202264,48.23574404781823
138,130.90665685654582,27.67461810361666
139,349.8415497795458,37.81560929859675
140,346.48102617916004,18.515834890718367
141,90.6416264971311,22.61600077186725
142,179.00946212125876,44.29808009490124
143,108.31619153403709,-30.043938445392655
144,102.54257797588834,-1.2119002666757694
145,13.279301047631806,-33.88868033461637
146,219.44316023276286,77.24836337329631
147,180.96444836239013,62.63778476824466
148,18.53235044999617,-67.09425403751311
149,100.31272712518012,24.27711818433275
150,326.97571894799535,58.265727272381
151,86.24228064011008,-39.70606884434932
152,52.16215395284031,7.810114081025333
153,176.2029936999227,56.1991890142311
154,354.83416347981625,-68.76584150096474
155,87.13989774414016,23.256028978948578
156,241.96879706611625,-23.910052472759105
157,274.1830615183383,58.08056508124858
158,85.54951583726388,70.41008622028369
159,262.15788550026946,62.68947657455398
160,132.40192777893117,-2.9561444760900173
161,227.63009901368864,46.39280883942044
162,228.0706958739221,43.558813119527365
163,192.87888626691304,-21.21072323492571
164,32.50431721958699,41.13465763180861
165,300.7088984121257,-67.81731547541744
166,115.4808233898249,11.101038751103246
167,67.14666374394753,-32.682435669538165
168,14.679050959715008,-49.36434878634131
169,212.72145954776704,-57.78929571505742
170,243.92317026322164,23.11497756656479
171,5.971618414028215,-18.67804887729369
172,184.35350098774117,26.713760496202724
173,81.53847907125767,-60.375926634645566
174,232.26220454740192,-21.679809974471993
175,62.771914441796916,4.530087081237312
